Name,Age,mlbID,Lev,Tm,Age,G,GS,W,SV,IP,H,ER,BB,SO,HR,ERA,WHIP,BF,SO/W,SB,PO,team_abbr
Brent Honeywell Jr.,29,641703,"Maj-AL,Maj-NL","Chicago,Los Angeles,Pittsburgh,San Diego",29,63,1,3.0,1.0,98.2,97,48,37,65,14,4.38,1.358,426,1.76,13,4,
Bailey Horn,27,690544,Maj-AL,"Boston,Detroit",27,28,0,1.0,,29.1,33,15,17,23,6,4.6,1.705,138,1.35,2,0,
Cade Horton,24,690990,Maj-NL,Chicago,24,25,24,12.0,,125.1,99,37,35,101,11,2.66,1.069,502,2.89,8,3,CHC
Tanner Houck,29,656557,Maj-AL,Boston,29,60,60,15.0,,328.1,317,160,106,285,35,4.39,1.288,1409,2.69,21,0,BOS
Adrian Houser,33,605288,"Maj-AL,Maj-NL","Chicago,Milwaukee,New York,San Francisco,Tampa Bay",33,71,53,17.0,1.0,327.1,344,155,111,244,33,4.26,1.39,1409,2.2,20,9,
Spencer Howard,27,675921,"Maj-AL,Maj-NL","Cleveland,San Francisco,Texas",27,12,3,1.0,,32.1,48,24,17,29,6,6.68,2.01,162,1.71,5,0,
Bryan Hudson,29,663542,"Maj-AL,Maj-NL","Chicago,Los Angeles,Milwaukee",29,74,0,6.0,,94.2,63,29,40,99,10,2.76,1.088,390,2.48,10,3,
Dakota Hudson,29,641712,Maj-NL,"Colorado,St. Louis",29,36,30,8.0,,170.1,187,106,84,94,20,5.6,1.591,758,1.12,8,1,
Daniel Hudson,37,543339,Maj-NL,Los Angeles,37,75,0,6.0,11.0,72.0,55,26,24,74,11,3.25,1.097,295,3.08,3,0,LAD
Brandon Hughes,28,676714,Maj-NL,"Arizona,Chicago",28,32,2,,,31.1,38,27,18,38,10,7.76,1.787,152,2.11,5,0,
Cooper Hummel,30,669450,Maj-AL,Houston,30,1,0,,,1.0,5,4,0,0,1,36.0,5.0,9,,0,0,HOU
Tommy Hunter,36,488984,Maj-NL,New York,36,13,0,,,21.2,27,18,5,20,6,7.48,1.477,99,4.0,1,0,NYM
Kyle Hurt,28,669165,Maj-NL,Los Angeles,28,5,1,,,9.2,10,2,1,9,0,1.86,1.138,39,9.0,2,0,LAD
Brant Hurter,27,676428,Maj-AL,Detroit,27,66,5,12.0,2.0,123.1,105,34,38,112,11,2.48,1.159,515,2.95,10,2,DET
Raisel Iglesias,36,628452,Maj-NL,Atlanta,36,204,0,15.0,101.0,202.1,144,56,44,221,19,2.49,0.929,788,5.02,7,0,ATL
Tatsuya Imai,28,837227,Maj-AL,Houston,28,3,3,1.0,,8.2,7,7,11,13,0,7.27,2.077,44,1.18,0,0,HOU
Shota Imanaga,32,684007,Maj-NL,Chicago,32,60,59,25.0,,346.2,286,128,61,328,63,3.32,1.001,1373,5.38,5,8,CHC
Kolton Ingram,26,688427,Maj-AL,Los Angeles,26,5,0,,,5.1,8,5,5,7,2,8.44,2.438,30,1.4,0,0,LAA
Jairo Iriarte,22,683568,Maj-AL,Chicago,22,6,0,,,6.0,3,1,8,6,0,1.5,1.833,30,0.75,0,0,CWS
Cole Irvin,30,608344,Maj-AL,"Baltimore,Minnesota",30,53,28,7.0,1.0,188.1,210,101,50,146,29,4.83,1.381,828,2.92,2,0,
Jake Irvin,29,663623,Maj-NL,Washington,29,94,94,23.0,,507.2,503,281,179,400,90,4.98,1.343,2173,2.23,24,5,WSN
Alex Jackson,29,656577,Maj-AL,Baltimore,29,1,0,,,1.0,3,3,2,0,0,27.0,5.0,8,0.0,0,0,BAL
Andre Jackson,27,656578,Maj-NL,"Los Angeles,Pittsburgh",27,19,7,1.0,2.0,61.1,52,34,22,57,11,4.99,1.207,257,2.59,4,2,
Jay Jackson,36,543351,Maj-AL,"Minnesota,Toronto",36,45,0,4.0,,56.0,46,29,18,56,11,4.66,1.143,230,3.11,3,0,
Luke Jackson,33,592426,"Maj-AL,Maj-NL","Atlanta,Detroit,San Francisco,Seattle,Texas",33,140,0,8.0,9.0,142.1,123,66,69,143,16,4.17,1.349,616,2.07,17,1,
Zach Jackson,28,667427,Maj-AL,Oakland,28,18,0,2.0,1.0,17.0,18,5,9,22,1,2.65,1.588,76,2.44,2,1,OAK
Alek Jacob,28,689690,Maj-NL,San Diego,28,42,0,2.0,,55.0,47,24,19,52,8,3.93,1.2,239,2.74,6,0,
Joe Jacques,29,682175,"Maj-AL,Maj-NL","Arizona,Boston",29,25,1,2.0,1.0,29.2,38,18,11,22,3,5.46,1.652,138,2.0,3,0,
Drey Jameson,27,686753,Maj-NL,Arizona,27,17,3,2.0,2.0,39.2,42,15,18,32,5,3.4,1.513,170,1.78,0,1,ARI
Travis Jankowski,34,608671,Maj-NL,New York,34,1,0,,,1.0,2,2,1,0,0,18.0,3.0,6,0.0,0,0,NYM
Kenley Jansen,38,445276,Maj-AL,"Boston,Detroit,Los Angeles",38,173,0,12.0,90.0,164.0,119,56,57,178,18,3.07,1.073,662,3.12,38,1,
Bryce Jarvis,27,686826,Maj-NL,Arizona,27,67,1,3.0,1.0,105.0,89,43,52,71,12,3.69,1.343,448,1.37,3,0,ARI
Cristian Javier,29,664299,Maj-AL,Houston,29,51,51,17.0,,249.0,218,131,111,230,36,4.73,1.321,1068,2.07,34,6,HOU
Griffin Jax,31,643377,Maj-AL,"Minnesota,Tampa Bay",31,229,2,13.0,14.0,212.2,179,81,60,274,18,3.43,1.124,880,4.57,20,3,
Tyler Jay,30,664079,Maj-NL,"Milwaukee,New York",30,5,0,,,7.2,9,4,6,6,0,4.7,1.957,36,1.0,2,0,
Daulton Jefferies,28,641726,Maj-NL,"Pittsburgh,San Francisco",28,6,1,,,14.2,24,16,4,12,4,9.82,1.909,73,3.0,1,0,
Dany Jim\xc3\xa9nez,30,666204,Maj-AL,Oakland,30,49,1,1.0,1.0,48.0,32,23,32,45,9,4.31,1.333,207,1.41,3,2,OAK
Joe Jim\xc3\xa9nez,29,641729,Maj-NL,Atlanta,29,130,0,1.0,3.0,127.0,97,39,39,157,11,2.76,1.071,524,4.03,12,0,ATL
Jackson Jobe,22,695549,Maj-AL,Detroit,22,14,10,4.0,,54.2,52,26,28,41,7,4.28,1.463,246,1.46,5,1,DET
Pierce Johnson,35,572955,Maj-NL,"Atlanta,Cincinnati,Colorado",35,203,0,12.0,15.0,189.0,174,74,77,228,25,3.52,1.328,799,2.96,18,4,
Ryan Johnson,23,696270,Maj-AL,Los Angeles,23,15,1,1.0,1.0,18.0,31,18,9,18,5,9.0,2.222,93,2.0,0,0,LAA
Seth Johnson,27,686751,Maj-NL,Philadelphia,27,12,1,1.0,,16.2,23,18,9,18,4,9.72,1.92,85,2.0,2,0,PHI
Jared Jones,22,683003,Maj-NL,Pittsburgh,22,22,22,6.0,,121.2,106,56,39,132,18,4.14,1.192,504,3.38,5,2,PIT
Ben Joyce,24,690829,Maj-AL,Los Angeles,24,48,1,4.0,4.0,49.0,40,17,24,44,3,3.12,1.306,210,1.83,1,1,LAA
Jakob Junis,33,596001,"Maj-AL,Maj-NL","Cincinnati,Cleveland,Milwaukee,San Francisco,Texas",33,131,10,12.0,5.0,230.2,208,82,50,208,25,3.2,1.118,935,4.16,16,1,
Janson Junk,30,676083,"Maj-AL,Maj-NL","Miami,Milwaukee,Oakland",30,33,21,6.0,1.0,147.1,165,79,25,105,14,4.83,1.29,621,4.2,18,1,
Evan Justice,25,687145,Maj-NL,Colorado,25,10,0,,,7.2,14,7,9,8,0,8.22,3.0,44,0.89,2,1,COL
Tommy Kahnle,35,592454,Maj-AL,"Detroit,New York",35,171,0,3.0,13.0,157.1,118,56,78,153,18,3.2,1.246,665,1.96,2,0,
James Kaprielian,29,621076,Maj-AL,Oakland,29,14,11,2.0,,61.0,66,43,31,57,9,6.34,1.59,280,1.84,10,0,OAK
Ricky Karcher,25,676689,Maj-NL,Cincinnati,25,1,0,,1.0,1.0,0,0,1,0,0,0.0,1.0,4,0.0,2,0,CIN
James Karinchak,27,675916,Maj-AL,Cleveland,27,43,0,2.0,,38.2,23,11,27,52,5,2.56,1.293,167,1.93,16,0,CLE
Karl Kauffmann,25,666154,Maj-NL,Colorado,25,11,3,2.0,,35.0,42,32,16,16,5,8.23,1.657,158,1.0,4,0,COL
Niko Kavadas,26,694359,Maj-AL,Los Angeles,26,1,0,,,1.2,3,0,1,1,0,0.0,2.4,9,1.0,0,0,LAA
Anthony Kay,31,641743,"Maj-AL,Maj-NL","Chicago,New York",31,20,2,1.0,,32.0,26,15,18,23,4,4.22,1.375,144,1.28,4,0,
Brad Keller,30,641745,"Maj-AL,Maj-NL","Boston,Chicago,Kansas City,Philadelphia",30,109,12,7.0,6.0,170.2,145,69,87,152,18,3.64,1.359,737,1.75,3,2,
Mitch Keller,30,656605,Maj-NL,Pittsburgh,30,98,98,31.0,,566.0,553,260,161,532,69,4.13,1.261,2414,3.3,73,3,PIT
Trevor Kelley,30,665001,Maj-AL,Tampa Bay,30,10,3,,,15.1,16,10,6,11,4,5.87,1.435,69,1.83,0,0,TB
Carson Kelly,28,608348,"Maj-AL,Maj-NL","Arizona,Detroit",28,3,0,,,2.2,9,3,1,1,1,10.13,3.75,18,1.0,0,0,
Casey Kelly,35,543391,Maj-NL,"Arizona,Cincinnati",35,4,0,,1.0,7.0,6,3,2,4,1,3.86,1.143,27,2.0,2,0,
Joe Kelly,36,523260,"Maj-AL,Maj-NL","Chicago,Los Angeles",36,78,0,3.0,1.0,73.0,62,35,35,98,7,4.32,1.329,319,2.8,6,1,
Kevin Kelly,28,687330,Maj-AL,Tampa Bay,28,175,0,14.0,4.0,186.2,162,76,37,163,21,3.66,1.066,762,4.41,18,2,TB
Merrill Kelly,37,518876,"Maj-AL,Maj-NL","Arizona,Texas",37,79,79,33.0,,461.0,381,178,144,444,59,3.48,1.139,1868,3.08,34,11,
Michael Kelly,33,547184,Maj-AL,"Athletics,Cleveland,Oakland",33,88,0,8.0,2.0,92.0,78,33,42,71,8,3.23,1.304,387,1.69,7,0,
Zack Kelly,31,677161,Maj-AL,Boston,31,91,3,7.0,,107.1,91,51,46,104,14,4.28,1.276,458,2.26,11,1,BOS
Brett Kennedy,28,664028,Maj-NL,Cincinnati,28,5,2,1.0,,18.0,19,13,7,9,1,6.5,1.444,83,1.29,4,0,CIN
Ian Kennedy,38,453178,Maj-AL,Texas,38,16,0,,,16.1,16,13,7,21,4,7.16,1.408,75,3.0,1,0,TEX
Zak Kent,28,687849,Maj-AL,"Cleveland,Minnesota",28,14,0,1.0,,21.1,21,11,13,18,3,4.64,1.594,96,1.38,2,0,
Orion Kerkering,25,689147,Maj-NL,Philadelphia,25,156,2,14.0,4.0,143.0,127,47,54,162,10,2.96,1.266,616,3.0,15,0,PHI
Ray Kerr,29,678061,Maj-NL,"Atlanta,San Diego",29,32,2,2.0,,49.1,54,27,16,62,9,4.93,1.419,217,3.88,5,1,
Clayton Kershaw,37,477132,Maj-NL,Los Angeles,37,57,54,26.0,,277.0,250,103,88,245,32,3.35,1.22,1142,2.78,6,1,LAD
Grae Kessinger,26,666197,Maj-AL,Houston,26,1,0,,,1.0,0,0,0,0,0,0.0,0.0,3,,0,0,HOU
Dallas Keuchel,36,572971,"Maj-AL,Maj-NL","Milwaukee,Minnesota",36,14,10,2.0,,54.1,68,35,26,36,6,5.8,1.73,251,1.38,8,0,
Yusei Kikuchi,35,579328,Maj-AL,"Houston,Los Angeles,Toronto",35,103,102,27.0,,547.1,543,246,178,588,79,4.05,1.317,2327,3.3,34,5,
Caleb Kilian,29,668873,Maj-NL,"Chicago,San Francisco",29,15,2,1.0,,26.0,26,16,14,26,3,5.54,1.538,119,1.86,3,0,
Craig Kimbrel,38,518886,"Maj-AL,Maj-NL","Atlanta,Baltimore,Houston,New York,Philadelphia",38,152,0,15.0,49.0,142.1,103,63,72,191,20,3.98,1.23,599,2.65,33,4,
Isiah Kiner-Falefa,30,643396,Maj-AL,"New York,Toronto",30,7,0,,,6.2,5,2,2,1,0,2.7,1.05,27,0.5,0,0,
Bryan King,29,687911,Maj-AL,Houston,29,104,0,6.0,3.0,103.0,88,29,24,113,11,2.53,1.087,421,4.71,1,0,HOU
John King,31,667463,"Maj-AL,Maj-NL","Miami,St. Louis,Texas",31,152,0,8.0,,154.1,170,60,42,95,16,3.5,1.374,661,2.26,17,1,
Michael King,31,650633,"Maj-AL,Maj-NL","New York,San Diego",31,102,60,26.0,6.0,387.1,321,129,132,442,42,3.0,1.17,1609,3.35,12,6,
Scott Kingery,31,664068,Maj-AL,Los Angeles,31,1,0,,,2.0,12,8,0,1,2,36.0,6.0,18,,0,0,LAA
Tyler Kinley,35,641755,Maj-NL,"Atlanta,Colorado",35,167,0,14.0,20.0,161.0,139,88,74,168,20,4.92,1.323,698,2.27,31,2,
George Kirby,28,669923,Maj-AL,Seattle,28,96,96,40.0,,559.0,529,228,83,536,67,3.67,1.095,2267,6.46,51,2,SEA
Austin Kitchen,27,685116,Maj-NL,Miami,27,4,1,,,7.0,16,11,3,4,1,14.14,2.714,42,1.33,1,0,MIA
Andrew Kittredge,35,552640,"Maj-AL,Maj-NL","Baltimore,Chicago,St. Louis,Tampa Bay",35,148,1,11.0,8.0,141.1,119,49,34,145,20,3.12,1.083,570,4.26,23,1,
George Klassen,24,691946,Maj-AL,Los Angeles,24,2,2,,,4.2,7,6,10,6,1,11.57,3.643,32,0.6,2,0,LAA
Will Klein,26,694361,"Maj-AL,Maj-NL","Kansas City,Los Angeles,Oakland",26,30,0,4.0,,36.1,37,16,21,42,0,3.96,1.596,163,2.0,2,1,
Adam Kloffenstein,23,680572,Maj-NL,St. Louis,23,1,0,,,1.0,0,0,0,0,0,0.0,0.0,3,,0,0,STL
Corey Kluber,37,446372,Maj-AL,Boston,37,14,8,3.0,1.0,51.2,63,38,17,38,15,6.62,1.548,238,2.24,2,0,BOS
Landon Knack,27,689017,Maj-NL,Los Angeles,27,28,19,6.0,2.0,118.1,106,57,41,116,26,4.34,1.242,504,2.83,10,0,LAD
Reiss Knehr,26,663753,Maj-NL,San Diego,26,4,1,,,5.2,10,10,5,4,3,15.88,2.647,32,0.8,0,0,
Andrew Knizner,29,668800,Maj-AL,Texas,29,2,0,,,3.0,1,0,2,0,0,0.0,1.0,11,0.0,0,0,TEX
Matt Koch,33,571863,Maj-NL,Colorado,33,41,1,3.0,1.0,39.0,44,25,10,27,8,5.77,1.385,168,2.7,1,0,COL
Jack Kochanowicz,25,686799,Maj-AL,Los Angeles,25,38,38,7.0,,199.2,218,122,83,115,29,5.5,1.508,877,1.39,6,1,LAA
Jared Koenig,32,657649,Maj-NL,Milwaukee,32,137,6,15.0,3.0,137.2,119,39,47,142,11,2.55,1.206,575,3.02,7,3,MIL
Adam Kolarek,34,592473,Maj-NL,"Los Angeles,New York",34,5,0,,,6.0,2,0,1,7,0,0.0,0.5,22,7.0,1,0,
Stephen Kolek,28,663568,"Maj-AL,Maj-NL","Kansas City,San Diego",28,61,19,8.0,,159.1,157,71,43,116,13,4.01,1.255,672,2.7,5,1,
Michael Kopech,29,656629,"Maj-AL,Maj-NL","Chicago,Los Angeles",29,121,28,12.0,15.0,217.0,170,110,145,244,39,4.56,1.452,962,1.68,38,1,
Christian Koss,28,683766,Maj-NL,San Francisco,28,5,0,,,5.0,4,0,0,0,0,0.0,0.8,19,,0,0,SF
Jackson Kowar,28,663804,Maj-AL,"Kansas City,Seattle",28,38,0,4.0,,45.0,48,28,27,44,8,5.6,1.667,208,1.63,7,0,
Max Kranick,27,668820,Maj-NL,New York,27,24,0,3.0,,37.0,34,15,5,25,5,3.65,1.054,148,5.0,1,1,NYM
Evan Kravetz,27,667478,Maj-NL,Cincinnati,27,1,0,,,0.2,0,0,0,0,0,0.0,0.0,2,,0,0,CIN
Joey Krehbiel,30,607216,Maj-AL,Baltimore,30,6,0,1.0,,5.0,2,1,2,5,1,1.8,0.8,19,2.5,1,0,BAL
Dean Kremer,30,665152,Maj-AL,Baltimore,30,90,88,32.0,,486.2,459,229,154,438,73,4.23,1.26,2052,2.84,21,2,BAL
Brooks Kriske,31,621139,"Maj-AL,Maj-NL","Chicago,Kansas City,Minnesota",31,20,0,,,24.2,23,18,19,24,3,6.57,1.703,113,1.26,2,0,
Zac Kristofak,26,670219,Maj-AL,Los Angeles,26,1,0,,,2.0,3,0,2,2,0,0.0,2.5,11,1.0,2,0,LAA
Matt Krook,30,640454,Maj-AL,"Athletics,Baltimore,New York",30,8,0,,,8.1,14,15,8,8,2,16.2,2.64,48,1.0,4,0,
Chad Kuhl,31,641771,"Maj-AL,Maj-NL","Chicago,Washington",31,47,6,,2.0,91.2,103,66,53,85,13,6.48,1.702,427,1.6,10,2,
Joel Kuhnel,31,669270,"Maj-AL,Maj-NL","Athletics,Cincinnati,Houston,Tampa Bay",31,21,0,,3.0,29.0,26,13,5,11,3,4.03,1.069,117,2.2,4,0,
Joe La Sorsa,27,686747,"Maj-AL,Maj-NL","Cincinnati,Tampa Bay,Washington",27,46,0,1.0,,57.0,62,33,16,44,11,5.21,1.368,252,2.75,8,1,
Jake Lamb,32,571875,Maj-AL,Los Angeles,32,1,0,,,1.0,1,0,0,0,0,0.0,1.0,4,,0,0,LAA
Jimmy Lambert,28,669424,Maj-AL,Chicago,28,34,1,2.0,1.0,37.1,41,22,20,41,10,5.3,1.634,171,2.05,5,1,CWS
Peter Lambert,29,663567,"Maj-AL,Maj-NL","Colorado,Houston",29,54,15,5.0,,153.2,173,95,58,129,25,5.56,1.503,679,2.22,10,8,
Dinelson Lamet,31,659275,"Maj-AL,Maj-NL","Boston,Colorado,Los Angeles",31,19,4,1.0,1.0,31.0,42,37,25,33,8,10.74,2.161,158,1.32,5,1,
Alex Lange,30,656638,Maj-AL,"Detroit,Kansas City",30,96,0,7.0,28.0,94.1,70,41,68,115,7,3.91,1.463,424,1.69,10,0,
Sauryn Lao,25,666659,"Maj-AL,Maj-NL","Seattle,Washington",25,8,0,1.0,,11.0,14,6,2,9,2,4.91,1.455,49,4.5,0,0,
Andry Lara,22,691251,Maj-NL,Washington,22,9,0,,,14.1,27,14,8,10,2,8.79,2.442,78,1.25,1,0,WSN
Jacob Latz,30,656641,Maj-AL,Texas,30,92,9,4.0,1.0,148.1,113,47,70,131,14,2.85,1.234,608,1.87,11,1,TEX
Eric Lauer,31,641778,"Maj-AL,Maj-NL","Milwaukee,Toronto",31,47,27,14.0,,177.2,166,88,66,169,35,4.46,1.306,754,2.56,12,6,
Derek Law,33,571882,Maj-NL,"Cincinnati,Washington",33,128,3,11.0,3.0,143.1,131,48,50,120,13,3.01,1.263,599,2.4,12,0,
Cody Laweryson,28,689520,Maj-AL,Minnesota,28,10,0,,1.0,14.0,7,4,2,15,0,2.57,0.643,52,7.5,0,0,MIN
Casey Lawrence,37,596271,"Maj-AL,Maj-NL","Seattle,St. Louis,Toronto",37,21,0,2.0,,45.0,58,28,11,27,9,5.6,1.533,202,2.45,6,0,
Justin Lawrence,31,664875,Maj-NL,"Colorado,Pittsburgh",31,151,0,9.0,13.0,161.1,158,83,82,156,17,4.63,1.488,719,1.9,17,2,
Max Lazar,26,676661,Maj-NL,Philadelphia,26,47,0,1.0,1.0,55.0,54,29,14,35,9,4.75,1.236,224,2.5,1,2,PHI
Kyle Leahy,29,681517,Maj-NL,St. Louis,29,102,5,7.0,2.0,157.1,145,67,51,128,14,3.83,1.246,655,2.51,3,3,STL
Jordan Leasure,27,673929,Maj-AL,Chicago,27,111,2,6.0,9.0,107.0,89,56,53,116,21,4.71,1.327,457,2.19,7,2,CWS
Jos\xc3\xa9 Leclerc,31,600917,Maj-AL,"Athletics,Texas",31,143,0,7.0,9.0,145.1,114,60,70,177,18,3.72,1.266,617,2.53,14,1,
Chase Lee,26,695445,Maj-AL,Detroit,26,32,0,4.0,,37.1,32,17,9,36,7,4.1,1.098,148,4.0,2,0,DET
Dylan Lee,31,669276,Maj-NL,Atlanta,31,160,1,7.0,2.0,161.2,132,51,39,185,24,2.84,1.058,643,4.74,6,2,ATL
Korey Lee,26,686676,Maj-AL,Chicago,26,2,0,,,3.0,4,1,2,0,0,3.0,2.0,14,0.0,0,0,CWS
Casey Legumina,29,668984,"Maj-AL,Maj-NL","Cincinnati,Seattle",29,72,1,5.0,,82.1,90,51,38,82,12,5.57,1.555,374,2.16,1,0,
Brandon Leibrandt,31,605335,Maj-NL,Cincinnati,31,2,0,,,6.1,11,7,2,5,3,9.95,2.053,32,2.5,0,0,CIN
Jack Leiter,26,683004,Maj-AL,Texas,26,42,39,11.0,,207.2,192,111,93,203,28,4.81,1.372,909,2.18,24,0,TEX
Mark Leiter Jr.,35,643410,"Maj-AL,Maj-NL","Athletics,Chicago,New York",35,204,0,12.0,8.0,184.2,177,89,72,231,22,4.34,1.348,812,3.21,24,2,
Sandy Le\xc3\xb3n,34,506702,Maj-AL,Texas,34,1,0,,,1.0,1,2,0,0,1,18.0,1.0,5,,0,0,TEX
Dominic Leone,32,608678,"Maj-AL,Maj-NL","Chicago,Los Angeles,New York,Seattle",32,74,0,1.0,1.0,73.0,69,42,42,71,18,5.18,1.521,324,1.69,17,1,
Josh Lester,28,623507,Maj-AL,Baltimore,28,1,0,,,1.0,1,0,1,1,0,0.0,2.0,5,1.0,0,0,BAL
Matthew Liberatore,26,669461,Maj-NL,St. Louis,26,115,50,14.0,,320.1,330,159,101,256,40,4.47,1.345,1375,2.53,40,4,STL
Jeff Lindgren,26,689167,Maj-NL,Miami,26,3,0,,,7.0,4,4,4,1,0,5.14,1.143,28,0.25,0,0,MIA
Zack Littell,30,641793,"Maj-AL,Maj-NL","Boston,Cincinnati,Tampa Bay,Washington",30,95,79,21.0,,457.1,465,201,81,365,78,3.96,1.194,1907,4.51,24,2,
Brendon Little,29,663893,Maj-AL,Toronto,29,139,0,5.0,2.0,121.2,106,57,72,136,14,4.22,1.463,536,1.89,10,3,TOR
Jack Little,27,669193,Maj-NL,Los Angeles,27,2,0,,,3.0,4,2,1,2,0,6.0,1.667,14,2.0,0,0,LAD
Luke Little,25,681432,Maj-NL,Chicago,25,39,1,3.0,,36.1,23,12,28,45,2,2.97,1.404,159,1.61,3,0,CHC
Ben Lively,33,594902,"Maj-AL,Maj-NL","Cincinnati,Cleveland",33,58,50,19.0,,285.2,274,133,90,228,49,4.19,1.274,1199,2.53,26,3,
Mauricio Llovera,27,661440,"Maj-AL,Maj-NL","Boston,San Francisco",27,30,0,2.0,,35.0,36,19,15,29,3,4.89,1.457,160,1.93,8,0,
Jonathan Loaisiga,31,642528,"Maj-AL,Maj-NL","Arizona,New York",31,59,0,1.0,2.0,61.0,67,25,13,42,10,3.69,1.311,265,3.23,3,0,
Nick Lodolo,27,666157,Maj-NL,Cincinnati,27,58,56,20.0,,308.0,290,143,78,325,45,4.18,1.195,1308,4.17,26,7,CIN
Nick Loftin,25,679845,Maj-AL,Kansas City,25,1,0,,,1.0,1,0,0,0,0,0.0,1.0,3,,0,0,KC
Zach Logue,28,656657,"Maj-AL,Maj-NL","Detroit,Los Angeles",28,5,0,,,13.0,19,13,2,14,4,9.0,1.615,61,7.0,1,0,
Sam Long,29,669674,Maj-AL,"Kansas City,Oakland",29,127,1,5.0,3.0,132.0,132,68,64,111,17,4.64,1.485,581,1.73,2,4,
Jacob Lopez,28,682052,Maj-AL,"Athletics,Tampa Bay",28,33,23,9.0,1.0,133.2,119,67,63,145,20,4.51,1.362,589,2.3,15,2,
Jorge L\xc3\xb3pez,32,605347,"Maj-AL,Maj-NL","Baltimore,Chicago,Miami,Minnesota,New York,Washington",32,138,0,14.0,8.0,136.0,138,74,48,115,19,4.9,1.368,587,2.4,17,2,
Jos\xc3\xa9 Lopez,24,673111,Maj-AL,Tampa Bay,24,1,0,,,2.0,3,1,1,2,0,4.5,2.0,10,2.0,0,0,TB
Nicky Lopez,30,670032,"Maj-AL,Maj-NL","Atlanta,Los Angeles",30,3,0,,,2.2,4,2,3,0,1,6.75,2.625,15,0.0,0,0,
Pablo L\xc3\xb3pez,29,641154,Maj-AL,Minnesota,29,79,79,32.0,,462.1,429,187,109,507,56,3.64,1.164,1916,4.65,29,6,MIN
Reynaldo L\xc3\xb3pez,32,625643,"Maj-AL,Maj-NL","Atlanta,Chicago,Cleveland,Los Angeles",32,98,30,12.0,5.0,226.1,181,61,85,250,21,2.43,1.175,925,2.94,32,0,
Brad Lord,26,695418,Maj-NL,Washington,26,55,19,6.0,,146.1,141,71,47,120,20,4.37,1.285,613,2.55,3,0,WSN
Michael Lorenzen,34,547179,"Maj-AL,Maj-NL","Colorado,Detroit,Kansas City,Philadelphia,Texas",34,91,79,24.0,1.0,446.2,425,208,154,352,66,4.19,1.296,1882,2.29,19,4,
Aaron Loup,35,571901,Maj-AL,Los Angeles,35,54,0,2.0,1.0,48.1,63,31,20,44,6,5.77,1.717,228,2.2,4,0,LAA
Ryan Loutos,26,702795,Maj-NL,"Los Angeles,St. Louis,Washington",26,15,0,1.0,,14.1,22,17,9,8,4,10.67,2.163,78,0.89,3,0,
Richard Lovelady,30,663992,"Maj-AL,Maj-NL","Chicago,New York,Oakland,Tampa Bay,Toronto,Washington",30,80,0,4.0,2.0,79.2,71,44,34,71,10,4.97,1.318,346,2.09,7,0,
Rhett Lowder,24,695076,Maj-NL,Cincinnati,24,10,10,4.0,,53.2,44,13,21,37,1,2.18,1.211,222,1.76,5,1,CIN
Easton Lucas,28,687922,Maj-AL,"Detroit,Oakland,Toronto",28,20,5,4.0,,42.2,52,38,25,40,7,8.02,1.805,204,1.6,2,0,
Joey Lucchesi,33,664192,"Maj-AL,Maj-NL","Los Angeles,New York,San Francisco",33,52,11,4.0,,97.2,91,39,41,72,9,3.59,1.352,422,1.76,4,0,
Lucas Luetge,36,476595,Maj-NL,Atlanta,36,11,0,,,12.2,15,10,7,14,2,7.11,1.737,60,2.0,2,0,ATL
Seth Lugo,36,607625,"Maj-AL,Maj-NL","Kansas City,San Diego",36,91,91,33.0,,532.0,475,201,150,475,63,3.4,1.175,2185,3.17,16,5,
Jordan Luplow,29,656669,Maj-AL,Minnesota,29,2,0,,,1.1,1,2,0,0,1,13.5,0.75,6,,1,0,MIN
Jes\xc3\xbas Luzardo,28,666200,Maj-NL,"Miami,Philadelphia",28,82,81,28.0,,457.2,429,213,136,520,50,4.19,1.235,1898,3.82,40,13,
Jordan Lyles,33,543475,Maj-AL,Kansas City,33,36,31,6.0,,182.2,178,124,47,123,39,6.11,1.232,767,2.62,9,1,KC
Daniel Lynch IV,29,663738,Maj-AL,Kansas City,29,89,14,11.0,2.0,171.0,147,67,59,128,23,3.53,1.205,716,2.17,12,2,KC
Lance Lynn,37,458681,"Maj-AL,Maj-NL","Chicago,Los Angeles,St. Louis",37,55,55,20.0,,298.0,305,169,107,295,63,5.1,1.383,1310,2.76,23,1,
Andr\xc3\xa9s Machado,30,600921,Maj-NL,Washington,30,44,0,4.0,,50.0,53,29,13,43,12,5.22,1.32,207,3.31,11,0,WSN
Josh Maciejewski,28,656671,Maj-AL,New York,28,4,0,,,7.0,4,2,2,7,1,2.57,0.857,27,3.5,0,0,NYY
Willie MacIver,28,680862,Maj-AL,Athletics,28,2,0,,,2.0,4,0,0,0,0,0.0,2.0,10,,0,0,
Ty Madden,24,680744,Maj-AL,Detroit,24,7,1,1.0,,23.2,26,13,11,18,2,4.94,1.563,107,1.64,4,0,DET
Bligh Madris,27,676632,Maj-AL,Houston,27,1,0,,,1.0,1,1,1,0,1,9.0,2.0,4,0.0,0,0,HOU
Kenta Maeda,37,628317,Maj-AL,"Detroit,Minnesota",37,58,36,9.0,,228.2,233,135,68,225,40,5.31,1.316,976,3.31,25,2,
